1,役割給
2,時間外手当
3,手当、他
4,業績給
5,定期代
6,せどり
7,アフィリエイト
8,Webライティング
9,副業、他
10,株式投資
11,不動産投資
12,投資、他
13,子ども手当
14,雑収入
15,貯金
16,特別支出積立
17,iDeco
18,つみたてNISA
19,投資積立、他
20,特別支出計画
21,特別支出想定外
22,プロジェクト
23,フラット
24,優良住宅ローン
25,太陽光発電
26,電気
27,ガス
28,水道
29,光回線
30,携帯電話
31,定期券
32,習い事
33,健康保険
34,厚生年金保険
35,雇用保険
36,医療保険
37,所得税
38,市町村民税
39,小遣い
40,食料
41,外食
42,医療関連
43,日用品関連
44,美容関連
45,衣服関連
46,交際関連
47,教育関連
48,娯楽関連
49,借入金返済
50,雑支出
51,副業支出
52,投資支出
